id_subsistema;nom_subsistema;din_instante;val_cargaenergiamwmed
NE;Nordeste;30-09-09 00:00:00;7.744,08645833
S;Sul;30-09-09 00:00:00;8.046,30061111
SE;Sudeste/Centro-Oeste;30-09-09 00:00:00;31.984,10975667
N;Norte;31-10-09 00:00:00;3.610,08875000
NE;Nordeste;31-10-09 00:00:00;7.935,48443548
S;Sul;31-10-09 00:00:00;8.176,25438172
SE;Sudeste/Centro-Oeste;31-10-09 00:00:00;31.928,34540323
N;Norte;30-11-09 00:00:00;3.651,67584722
NE;Nordeste;30-11-09 00:00:00;7.959,13020833
S;Sul;30-11-09 00:00:00;8.724,03850000
SE;Sudeste/Centro-Oeste;30-11-09 00:00:00;33.636,32336111
N;Norte;31-12-09 00:00:00;3.660,20676075
NE;Nordeste;31-12-09 00:00:00;7.999,65298387
S;Sul;31-12-09 00:00:00;8.581,27477151
SE;Sudeste/Centro-Oeste;31-12-09 00:00:00;32.458,13728495
N;Norte;31-01-10 00:00:00;3.713,62200253
NE;Nordeste;31-01-10 00:00:00;7.971,63021505
S;Sul;31-01-10 00:00:00;8.892,73050639
SE;Sudeste/Centro-Oeste;31-01-10 00:00:00;33.574,70875512
N;Norte;28-02-10 00:00:00;3.806,76717262
NE;Nordeste;28-02-10 00:00:00;8.289,27480655
S;Sul;28-02-10 00:00:00;9.626,35246280
SE;Sudeste/Centro-Oeste;28-02-10 00:00:00;35.293,77572917
N;Norte;31-03-10 00:00:00;3.907,49573925
NE;Nordeste;31-03-10 00:00:00;8.579,17662634
S;Sul;31-03-10 00:00:00;9.445,44724462
SE;Sudeste/Centro-Oeste;31-03-10 00:00:00;34.749,56596774
N;Norte;30-04-10 00:00:00;3.839,54629167
NE;Nordeste;30-04-10 00:00:00;8.174,59404028
S;Sul;30-04-10 00:00:00;8.621,87316667
SE;Sudeste/Centro-Oeste;30-04-10 00:00:00;32.864,08452778
N;Norte;31-05-10 00:00:00;3.887,54451613
NE;Nordeste;31-05-10 00:00:00;8.312,15887806
S;Sul;31-05-10 00:00:00;8.236,91825269
SE;Sudeste/Centro-Oeste;31-05-10 00:00:00;32.240,64502688
N;Norte;30-06-10 00:00:00;3.792,42000000
NE;Nordeste;30-06-10 00:00:00;8.008,55398611
S;Sul;30-06-10 00:00:00;8.467,04068056
SE;Sudeste/Centro-Oeste;30-06-10 00:00:00;31.891,99583333
N;Norte;31-07-10 00:00:00;3.777,02619624
NE;Nordeste;31-07-10 00:00:00;7.846,88787634
S;Sul;31-07-10 00:00:00;8.587,48844086
SE;Sudeste/Centro-Oeste;31-07-10 00:00:00;32.437,61037634
N;Norte;31-08-10 00:00:00;3.861,28470430
NE;Nordeste;31-08-10 00:00:00;7.746,28005376
S;Sul;31-08-10 00:00:00;8.594,90401882
SE;Sudeste/Centro-Oeste;31-08-10 00:00:00;32.875,82623656
N;Norte;30-09-10 00:00:00;3.938,01529167
NE;Nordeste;30-09-10 00:00:00;8.001,38912500
S;Sul;30-09-10 00:00:00;8.595,99370833
SE;Sudeste/Centro-Oeste;30-09-10 00:00:00;34.035,60838889
N;Norte;31-10-10 00:00:00;3.897,17361559
NE;Nordeste;31-10-10 00:00:00;8.361,32854839
S;Sul;31-10-10 00:00:00;8.530,57856183
SE;Sudeste/Centro-Oeste;31-10-10 00:00:00;33.160,57775538
N;Norte;30-11-10 00:00:00;3.902,77648611
NE;Nordeste;30-11-10 00:00:00;8.321,02244444
S;Sul;30-11-10 00:00:00;9.071,59111944
SE;Sudeste/Centro-Oeste;30-11-10 00:00:00;33.427,03229167
N;Norte;31-12-10 00:00:00;3.851,78771505
NE;Nordeste;31-12-10 00:00:00;8.088,36200269
S;Sul;31-12-10 00:00:00;9.135,26388441
SE;Sudeste/Centro-Oeste;31-12-10 00:00:00;34.495,10362903
N;Norte;31-01-11 00:00:00;3.793,57444892
NE;Nordeste;31-01-11 00:00:00;7.974,05743280
S;Sul;31-01-11 00:00:00;9.779,27721774
SE;Sudeste/Centro-Oeste;31-01-11 00:00:00;34.868,97982527
N;Norte;28-02-11 00:00:00;3.863,92309524
NE;Nordeste;28-02-11 00:00:00;8.087,93626488
S;Sul;28-02-11 00:00:00;9.969,08660714
SE;Sudeste/Centro-Oeste;28-02-11 00:00:00;37.140,59492738
N;Norte;31-03-11 00:00:00;3.938,35569892
NE;Nordeste;31-03-11 00:00:00;8.291,74885753
S;Sul;31-03-11 00:00:00;9.626,85395161
SE;Sudeste/Centro-Oeste;31-03-11 00:00:00;34.960,89962786
N;Norte;30-04-11 00:00:00;4.035,88552778
NE;Nordeste;30-04-11 00:00:00;8.203,18718056
S;Sul;30-04-11 00:00:00;8.916,47955556
SE;Sudeste/Centro-Oeste;30-04-11 00:00:00;34.864,42802778
N;Norte;31-05-11 00:00:00;4.098,87145161
NE;Nordeste;31-05-11 00:00:00;8.002,63827957
S;Sul;31-05-11 00:00:00;8.847,44869624
SE;Sudeste/Centro-Oeste;31-05-11 00:00:00;33.298,77739247
N;Norte;30-06-11 00:00:00;4.034,10938889
NE;Nordeste;30-06-11 00:00:00;7.924,34065278
S;Sul;30-06-11 00:00:00;8.891,63956944
SE;Sudeste/Centro-Oeste;30-06-11 00:00:00;32.613,02861111
N;Norte;31-07-11 00:00:00;3.941,89845430
NE;Nordeste;31-07-11 00:00:00;7.866,23369624
S;Sul;31-07-11 00:00:00;8.997,67701613
SE;Sudeste/Centro-Oeste;31-07-11 00:00:00;33.097,39493280
N;Norte;31-08-11 00:00:00;4.078,85215054
NE;Nordeste;31-08-11 00:00:00;8.138,98487903
S;Sul;31-08-11 00:00:00;9.303,11444892
SE;Sudeste/Centro-Oeste;31-08-11 00:00:00;34.757,33909946
N;Norte;30-09-11 00:00:00;4.127,86506944
NE;Nordeste;30-09-11 00:00:00;8.279,48077778
S;Sul;30-09-11 00:00:00;9.115,00054167
SE;Sudeste/Centro-Oeste;30-09-11 00:00:00;34.834,43644444
N;Norte;31-10-11 00:00:00;4.062,88509409
NE;Nordeste;31-10-11 00:00:00;8.385,03137097
S;Sul;31-10-11 00:00:00;9.260,92900538
SE;Sudeste/Centro-Oeste;31-10-11 00:00:00;34.539,98196237
N;Norte;30-11-11 00:00:00;4.041,61705556
NE;Nordeste;30-11-11 00:00:00;8.408,74766667
S;Sul;30-11-11 00:00:00;9.591,61755556
SE;Sudeste/Centro-Oeste;30-11-11 00:00:00;34.742,62226389
N;Norte;31-12-11 00:00:00;4.067,69942204
NE;Nordeste;31-12-11 00:00:00;8.525,96974462
S;Sul;31-12-11 00:00:00;9.822,09838710
SE;Sudeste/Centro-Oeste;31-12-11 00:00:00;35.128,04676075
N;Norte;31-01-12 00:00:00;4.004,55168011
NE;Nordeste;31-01-12 00:00:00;8.608,90058333
S;Sul;31-01-12 00:00:00;10.171,39665995
SE;Sudeste/Centro-Oeste;31-01-12 00:00:00;35.193,32493280
N;Norte;29-02-12 00:00:00;4.072,51933908
NE;Nordeste;29-02-12 00:00:00;8.541,47306034
S;Sul;29-02-12 00:00:00;10.993,15908333
SE;Sudeste/Centro-Oeste;29-02-12 00:00:00;37.839,21125000
N;Norte;31-03-12 00:00:00;4.149,51076613
NE;Nordeste;31-03-12 00:00:00;8.915,61448387
S;Sul;31-03-12 00:00:00;10.638,10927285
SE;Sudeste/Centro-Oeste;31-03-12 00:00:00;38.365,98607527
N;Norte;30-04-12 00:00:00;4.189,55298611
NE;Nordeste;30-04-12 00:00:00;8.871,77394722
S;Sul;30-04-12 00:00:00;9.712,79696389
SE;Sudeste/Centro-Oeste;30-04-12 00:00:00;36.429,94181806
N;Norte;31-05-12 00:00:00;4.116,46587366
NE;Nordeste;31-05-12 00:00:00;8.755,93082392
S;Sul;31-05-12 00:00:00;9.698,74051478
SE;Sudeste/Centro-Oeste;31-05-12 00:00:00;34.276,55668683
N;Norte;30-06-12 00:00:00;3.933,95145833
NE;Nordeste;30-06-12 00:00:00;8.484,00214167
S;Sul;30-06-12 00:00:00;9.369,22718194
SE;Sudeste/Centro-Oeste;30-06-12 00:00:00;32.414,08587052
N;Norte;31-07-12 00:00:00;3.927,90865591
NE;Nordeste;31-07-12 00:00:00;8.404,70844758
S;Sul;31-07-12 00:00:00;9.376,48123522
SE;Sudeste/Centro-Oeste;31-07-12 00:00:00;32.553,34521909
N;Norte;31-08-12 00:00:00;4.044,91229839
NE;Nordeste;31-08-12 00:00:00;8.473,09150941
S;Sul;31-08-12 00:00:00;9.717,93427871
SE;Sudeste/Centro-Oeste;31-08-12 00:00:00;34.936,40371385
N;Norte;30-09-12 00:00:00;4.130,99436111
NE;Nordeste;30-09-12 00:00:00;8.745,60181111
S;Sul;30-09-12 00:00:00;9.439,25433889
SE;Sudeste/Centro-Oeste;30-09-12 00:00:00;35.552,69857083
N;Norte;31-10-12 00:00:00;4.100,41883065
NE;Nordeste;31-10-12 00:00:00;8.767,56631989
S;Sul;31-10-12 00:00:00;9.693,47778476
SE;Sudeste/Centro-Oeste;31-10-12 00:00:00;36.893,14645161
N;Norte;30-11-12 00:00:00;4.041,70504194
NE;Nordeste;30-11-12 00:00:00;9.018,90546389
S;Sul;30-11-12 00:00:00;10.308,61205447
SE;Sudeste/Centro-Oeste;30-11-12 00:00:00;34.769,84773228
N;Norte;31-12-12 00:00:00;3.932,70201613
NE;Nordeste;31-12-12 00:00:00;9.151,66810484
S;Sul;31-12-12 00:00:00;10.275,05819892
SE;Sudeste/Centro-Oeste;31-12-12 00:00:00;36.967,36060618
N;Norte;31-01-13 00:00:00;3.955,97118280
NE;Nordeste;31-01-13 00:00:00;9.196,48695430
S;Sul;31-01-13 00:00:00;10.510,62418414
SE;Sudeste/Centro-Oeste;31-01-13 00:00:00;34.541,18621505
N;Norte;28-02-13 00:00:00;4.068,56337798
NE;Nordeste;28-02-13 00:00:00;9.328,82497321
S;Sul;28-02-13 00:00:00;10.968,34073810
SE;Sudeste/Centro-Oeste;28-02-13 00:00:00;36.722,83897024
N;Norte;31-03-13 00:00:00;4.218,48845430
NE;Nordeste;31-03-13 00:00:00;9.582,05433065
S;Sul;31-03-13 00:00:00;10.169,06133468
SE;Sudeste/Centro-Oeste;31-03-13 00:00:00;36.142,04691263
N;Norte;30-04-13 00:00:00;4.244,86418056
NE;Nordeste;30-04-13 00:00:00;9.621,26077222
S;Sul;30-04-13 00:00:00;10.166,19104167
SE;Sudeste/Centro-Oeste;30-04-13 00:00:00;34.516,55725694
N;Norte;31-05-13 00:00:00;4.215,80871505
NE;Nordeste;31-05-13 00:00:00;9.129,65757527
S;Sul;31-05-13 00:00:00;9.773,15405739
SE;Sudeste/Centro-Oeste;31-05-13 00:00:00;33.046,06220824
N;Norte;30-06-13 00:00:00;4.017,34550417
NE;Nordeste;30-06-13 00:00:00;8.996,60202500
S;Sul;30-06-13 00:00:00;9.846,38758056
SE;Sudeste/Centro-Oeste;30-06-13 00:00:00;32.968,85205833
N;Norte;31-07-13 00:00:00;4.637,34905242
NE;Nordeste;31-07-13 00:00:00;8.926,60859140
S;Sul;31-07-13 00:00:00;10.152,85616532
SE;Sudeste/Centro-Oeste;31-07-13 00:00:00;32.923,75264247
N;Norte;31-08-13 00:00:00;5.179,05740995
NE;Nordeste;31-08-13 00:00:00;8.988,83741264
S;Sul;31-08-13 00:00:00;10.035,21934599
SE;Sudeste/Centro-Oeste;31-08-13 00:00:00;33.976,00987097
N;Norte;30-09-13 00:00:00;5.188,62488750
NE;Nordeste;30-09-13 00:00:00;9.218,26816111
S;Sul;30-09-13 00:00:00;9.869,15586208
SE;Sudeste/Centro-Oeste;30-09-13 00:00:00;34.810,17668611
N;Norte;31-10-13 00:00:00;5.141,03685088
NE;Nordeste;31-10-13 00:00:00;9.520,42732824
S;Sul;31-10-13 00:00:00;10.160,38729086
SE;Sudeste/Centro-Oeste;31-10-13 00:00:00;35.425,06919043
N;Norte;30-11-13 00:00:00;5.038,76888750
NE;Nordeste;30-11-13 00:00:00;9.498,02777500
S;Sul;30-11-13 00:00:00;10.514,17504722
SE;Sudeste/Centro-Oeste;30-11-13 00:00:00;35.403,97094722
N;Norte;31-12-13 00:00:00;5.008,70937903
NE;Nordeste;31-12-13 00:00:00;9.239,28120699
S;Sul;31-12-13 00:00:00;10.529,36194220
SE;Sudeste/Centro-Oeste;31-12-13 00:00:00;34.184,31735927
N;Norte;31-01-14 00:00:00;5.182,91196237
NE;Nordeste;31-01-14 00:00:00;9.707,13936787
S;Sul;31-01-14 00:00:00;11.774,17497360
SE;Sudeste/Centro-Oeste;31-01-14 00:00:00;38.757,89163978
N;Norte;28-02-14 00:00:00;5.198,20108185
NE;Nordeste;28-02-14 00:00:00;9.781,72869702
S;Sul;28-02-14 00:00:00;12.385,01233864
SE;Sudeste/Centro-Oeste;28-02-14 00:00:00;39.920,02716567
N;Norte;31-03-14 00:00:00;5.190,21698118
NE;Nordeste;31-03-14 00:00:00;9.712,33185317
S;Sul;31-03-14 00:00:00;10.870,85726002
SE;Sudeste/Centro-Oeste;31-03-14 00:00:00;37.553,26580613
N;Norte;30-04-14 00:00:00;5.224,97531667
NE;Nordeste;30-04-14 00:00:00;9.773,34709463
S;Sul;30-04-14 00:00:00;10.398,65003180
SE;Sudeste/Centro-Oeste;30-04-14 00:00:00;35.498,94178472
N;Norte;31-05-14 00:00:00;5.127,94178969
NE;Nordeste;31-05-14 00:00:00;9.526,02545801
S;Sul;31-05-14 00:00:00;10.019,66259062
SE;Sudeste/Centro-Oeste;31-05-14 00:00:00;35.309,27107902
N;Norte;30-06-14 00:00:00;4.984,79835648
NE;Nordeste;30-06-14 00:00:00;9.141,54232541
S;Sul;30-06-14 00:00:00;9.923,48875322
SE;Sudeste/Centro-Oeste;30-06-14 00:00:00;34.137,53615506
N;Norte;31-07-14 00:00:00;4.995,02924731
NE;Nordeste;31-07-14 00:00:00;9.207,39841805
S;Sul;31-07-14 00:00:00;10.128,57609162
SE;Sudeste/Centro-Oeste;31-07-14 00:00:00;34.146,18142204
N;Norte;31-08-14 00:00:00;5.116,61107527
NE;Nordeste;31-08-14 00:00:00;9.235,90388083
S;Sul;31-08-14 00:00:00;9.943,65672640
SE;Sudeste/Centro-Oeste;31-08-14 00:00:00;34.537,10420949
N;Norte;30-09-14 00:00:00;5.294,30950556
NE;Nordeste;30-09-14 00:00:00;9.590,70241456
S;Sul;30-09-14 00:00:00;9.959,56861450
SE;Sudeste/Centro-Oeste;30-09-14 00:00:00;36.130,76883889
N;Norte;31-10-14 00:00:00;5.120,88018747
NE;Nordeste;31-10-14 00:00:00;9.714,66655269
S;Sul;31-10-14 00:00:00;10.477,51621085
SE;Sudeste/Centro-Oeste;31-10-14 00:00:00;37.061,64031370
N;Norte;30-11-14 00:00:00;5.151,16565166
NE;Nordeste;30-11-14 00:00:00;9.826,49644666
S;Sul;30-11-14 00:00:00;10.751,63375760
SE;Sudeste/Centro-Oeste;30-11-14 00:00:00;36.280,76299583
N;Norte;31-12-14 00:00:00;5.068,56169892
NE;Nordeste;31-12-14 00:00:00;9.665,71561326
S;Sul;31-12-14 00:00:00;10.716,19705635
SE;Sudeste/Centro-Oeste;31-12-14 00:00:00;36.171,19092031
N;Norte;31-01-15 00:00:00;5.126,13689718
NE;Nordeste;31-01-15 00:00:00;10.637,71488247
S;Sul;31-01-15 00:00:00;12.267,69738840
SE;Sudeste/Centro-Oeste;31-01-15 00:00:00;41.386,73862457
N;Norte;28-02-15 00:00:00;5.141,59795910
NE;Nordeste;28-02-15 00:00:00;10.458,90612613
S;Sul;28-02-15 00:00:00;12.251,22895699
SE;Sudeste/Centro-Oeste;28-02-15 00:00:00;40.056,05793555
N;Norte;31-03-15 00:00:00;5.255,25685008
NE;Nordeste;31-03-15 00:00:00;10.435,03685707
S;Sul;31-03-15 00:00:00;11.975,34891099
SE;Sudeste/Centro-Oeste;31-03-15 00:00:00;39.364,21499494
N;Norte;30-04-15 00:00:00;5.304,74859131
NE;Nordeste;30-04-15 00:00:00;10.379,74083578
S;Sul;30-04-15 00:00:00;10.837,67671110
SE;Sudeste/Centro-Oeste;30-04-15 00:00:00;38.008,00657551
N;Norte;31-05-15 00:00:00;5.308,09638865
NE;Nordeste;31-05-15 00:00:00;10.191,62791572
S;Sul;31-05-15 00:00:00;10.334,29842881
SE;Sudeste/Centro-Oeste;31-05-15 00:00:00;36.216,22456983
N;Norte;30-06-15 00:00:00;5.241,16287881
NE;Nordeste;30-06-15 00:00:00;9.841,14132362
S;Sul;30-06-15 00:00:00;10.458,29136447
SE;Sudeste/Centro-Oeste;30-06-15 00:00:00;35.762,25387528
N;Norte;31-07-15 00:00:00;5.152,28520828
NE;Nordeste;31-07-15 00:00:00;9.534,70801696
S;Sul;31-07-15 00:00:00;10.584,62776292
SE;Sudeste/Centro-Oeste;31-07-15 00:00:00;35.804,65631060
N;Norte;31-08-15 00:00:00;5.438,16654876
NE;Nordeste;31-08-15 00:00:00;9.719,12435681
S;Sul;31-08-15 00:00:00;10.387,84749837
SE;Sudeste/Centro-Oeste;31-08-15 00:00:00;36.645,69384380
N;Norte;30-09-15 00:00:00;5.656,10229164
NE;Nordeste;30-09-15 00:00:00;10.124,85145988
S;Sul;30-09-15 00:00:00;10.364,87533834
SE;Sudeste/Centro-Oeste;30-09-15 00:00:00;37.944,84847428
N;Norte;31-10-15 00:00:00;5.650,92601128
NE;Nordeste;31-10-15 00:00:00;10.466,36194858
S;Sul;31-10-15 00:00:00;10.613,18090002
SE;Sudeste/Centro-Oeste;31-10-15 00:00:00;39.159,22561865
N;Norte;30-11-15 00:00:00;5.589,07801989
NE;Nordeste;30-11-15 00:00:00;10.716,28388925
S;Sul;30-11-15 00:00:00;10.603,31670426
SE;Sudeste/Centro-Oeste;30-11-15 00:00:00;38.433,06889509
N;Norte;31-12-15 00:00:00;5.481,39574730
NE;Nordeste;31-12-15 00:00:00;10.646,66406083
S;Sul;31-12-15 00:00:00;10.648,42153938
SE;Sudeste/Centro-Oeste;31-12-15 00:00:00;38.110,38337257
N;Norte;31-01-16 00:00:00;5.315,47240669
NE;Nordeste;31-01-16 00:00:00;9.945,23127329
S;Sul;31-01-16 00:00:00;11.564,15558207
SE;Sudeste/Centro-Oeste;31-01-16 00:00:00;37.362,51974635
N;Norte;29-02-16 00:00:00;5.392,34005044
NE;Nordeste;29-02-16 00:00:00;10.356,89409178
S;Sul;29-02-16 00:00:00;12.172,24537909
SE;Sudeste/Centro-Oeste;29-02-16 00:00:00;40.324,15728662
N;Norte;31-03-16 00:00:00;5.385,63366377
NE;Nordeste;31-03-16 00:00:00;10.786,91296969
S;Sul;31-03-16 00:00:00;11.327,14839086
SE;Sudeste/Centro-Oeste;31-03-16 00:00:00;39.743,02162886
N;Norte;30-04-16 00:00:00;5.559,55734211
NE;Nordeste;30-04-16 00:00:00;10.477,06660077
S;Sul;30-04-16 00:00:00;11.620,99174100
SE;Sudeste/Centro-Oeste;30-04-16 00:00:00;40.562,77142848
N;Norte;31-05-16 00:00:00;5.431,83196845
NE;Nordeste;31-05-16 00:00:00;10.441,16707973
S;Sul;31-05-16 00:00:00;10.379,28916168
SE;Sudeste/Centro-Oeste;31-05-16 00:00:00;36.489,89741983
N;Norte;30-06-16 00:00:00;5.284,69578476
NE;Nordeste;30-06-16 00:00:00;10.177,26505084
S;Sul;30-06-16 00:00:00;10.932,85207546
SE;Sudeste/Centro-Oeste;30-06-16 00:00:00;35.668,35619135
N;Norte;31-07-16 00:00:00;5.314,21862592
NE;Nordeste;31-07-16 00:00:00;9.970,53951829
S;Sul;31-07-16 00:00:00;10.382,89980686
SE;Sudeste/Centro-Oeste;31-07-16 00:00:00;35.943,32567674
N;Norte;31-08-16 00:00:00;5.586,19187504
NE;Nordeste;31-08-16 00:00:00;10.152,19276738
S;Sul;31-08-16 00:00:00;10.490,78713852
SE;Sudeste/Centro-Oeste;31-08-16 00:00:00;36.964,01090710
N;Norte;30-09-16 00:00:00;5.575,35379734
NE;Nordeste;30-09-16 00:00:00;10.401,64210134
S;Sul;30-09-16 00:00:00;10.259,93031416
SE;Sudeste/Centro-Oeste;30-09-16 00:00:00;37.414,56968864
N;Norte;31-10-16 00:00:00;5.598,98797114
NE;Nordeste;31-10-16 00:00:00;10.668,20623825
S;Sul;31-10-16 00:00:00;10.441,97844466
SE;Sudeste/Centro-Oeste;31-10-16 00:00:00;37.703,12219417
N;Norte;30-11-16 00:00:00;5.715,75514192
NE;Nordeste;30-11-16 00:00:00;10.855,06552476
S;Sul;30-11-16 00:00:00;10.943,08745199
SE;Sudeste/Centro-Oeste;30-11-16 00:00:00;37.402,36663730
N;Norte;31-12-16 00:00:00;5.370,98538480
NE;Nordeste;31-12-16 00:00:00;10.816,49206000
S;Sul;31-12-16 00:00:00;11.326,98808939
SE;Sudeste/Centro-Oeste;31-12-16 00:00:00;37.599,09948698
N;Norte;31-01-17 00:00:00;5.212,61370411
NE;Nordeste;31-01-17 00:00:00;10.968,86657843
S;Sul;31-01-17 00:00:00;12.062,20301062
SE;Sudeste/Centro-Oeste;31-01-17 00:00:00;39.881,95558528
N;Norte;28-02-17 00:00:00;5.343,31049833
NE;Nordeste;28-02-17 00:00:00;10.810,38352877
S;Sul;28-02-17 00:00:00;12.765,91236313
SE;Sudeste/Centro-Oeste;28-02-17 00:00:00;40.979,00954457
N;Norte;31-03-17 00:00:00;5.575,46869870
NE;Nordeste;31-03-17 00:00:00;10.951,12405530
S;Sul;31-03-17 00:00:00;12.005,22367817
SE;Sudeste/Centro-Oeste;31-03-17 00:00:00;40.491,73526879
N;Norte;30-04-17 00:00:00;5.472,56607833
NE;Nordeste;30-04-17 00:00:00;10.601,27449271
S;Sul;30-04-17 00:00:00;10.769,95071550
SE;Sudeste/Centro-Oeste;30-04-17 00:00:00;37.739,54223203
N;Norte;31-05-17 00:00:00;5.766,27376190
NE;Nordeste;31-05-17 00:00:00;10.520,38422211
S;Sul;31-05-17 00:00:00;10.746,53746778
SE;Sudeste/Centro-Oeste;31-05-17 00:00:00;36.876,01916795
N;Norte;30-06-17 00:00:00;5.619,41762266
NE;Nordeste;30-06-17 00:00:00;10.146,72883523
S;Sul;30-06-17 00:00:00;10.715,27361753
SE;Sudeste/Centro-Oeste;30-06-17 00:00:00;36.520,63177270
N;Norte;31-07-17 00:00:00;5.432,09541613
NE;Nordeste;31-07-17 00:00:00;9.692,23440140
S;Sul;31-07-17 00:00:00;10.696,09696171
SE;Sudeste/Centro-Oeste;31-07-17 00:00:00;35.370,76262767
N;Norte;31-08-17 00:00:00;5.702,89887820
NE;Nordeste;31-08-17 00:00:00;10.148,74597093
S;Sul;31-08-17 00:00:00;10.857,01154868
SE;Sudeste/Centro-Oeste;31-08-17 00:00:00;36.550,30481480
N;Norte;30-09-17 00:00:00;5.751,96750394
NE;Nordeste;30-09-17 00:00:00;10.246,21665935
S;Sul;30-09-17 00:00:00;11.030,55000864
SE;Sudeste/Centro-Oeste;30-09-17 00:00:00;38.238,89952789
N;Norte;31-10-17 00:00:00;5.736,05587634
NE;Nordeste;31-10-17 00:00:00;10.821,63621735
S;Sul;31-10-17 00:00:00;10.885,17787710
SE;Sudeste/Centro-Oeste;31-10-17 00:00:00;38.998,04769593
N;Norte;30-11-17 00:00:00;5.691,14023513
NE;Nordeste;30-11-17 00:00:00;10.930,41680003
S;Sul;30-11-17 00:00:00;11.183,47686738
SE;Sudeste/Centro-Oeste;30-11-17 00:00:00;38.197,45917790
N;Norte;31-12-17 00:00:00;5.501,67747458
NE;Nordeste;31-12-17 00:00:00;11.011,92398998
S;Sul;31-12-17 00:00:00;11.710,68519122
SE;Sudeste/Centro-Oeste;31-12-17 00:00:00;38.397,27108788
N;Norte;31-01-18 00:00:00;5.336,87082743
NE;Nordeste;31-01-18 00:00:00;11.029,74475436
S;Sul;31-01-18 00:00:00;12.097,61813011
SE;Sudeste/Centro-Oeste;31-01-18 00:00:00;40.095,31797891
N;Norte;28-02-18 00:00:00;5.453,03163811
NE;Nordeste;28-02-18 00:00:00;10.713,33030337
S;Sul;28-02-18 00:00:00;12.342,29268999
SE;Sudeste/Centro-Oeste;28-02-18 00:00:00;39.962,42140956
N;Norte;31-03-18 00:00:00;5.627,95043898
NE;Nordeste;31-03-18 00:00:00;10.916,43786464
S;Sul;31-03-18 00:00:00;12.226,90925424
SE;Sudeste/Centro-Oeste;31-03-18 00:00:00;41.890,33942688
N;Norte;30-04-18 00:00:00;5.392,51567582
NE;Nordeste;30-04-18 00:00:00;10.634,61425310
S;Sul;30-04-18 00:00:00;11.857,45728094
SE;Sudeste/Centro-Oeste;30-04-18 00:00:00;39.591,23924720
N;Norte;31-05-18 00:00:00;5.279,24522144
NE;Nordeste;31-05-18 00:00:00;10.491,56840942
S;Sul;31-05-18 00:00:00;10.734,50454165
SE;Sudeste/Centro-Oeste;31-05-18 00:00:00;37.337,95429235
N;Norte;30-06-18 00:00:00;5.298,88943701
NE;Nordeste;30-06-18 00:00:00;10.255,99937566
S;Sul;30-06-18 00:00:00;10.948,15893578
SE;Sudeste/Centro-Oeste;30-06-18 00:00:00;37.073,73611606
N;Norte;31-07-18 00:00:00;5.180,26600520
NE;Nordeste;31-07-18 00:00:00;10.290,72282339
S;Sul;31-07-18 00:00:00;11.043,66538533
SE;Sudeste/Centro-Oeste;31-07-18 00:00:00;37.060,46033685
N;Norte;31-08-18 00:00:00;5.358,89984638
NE;Nordeste;31-08-18 00:00:00;10.669,10228360
S;Sul;31-08-18 00:00:00;11.029,07562282
SE;Sudeste/Centro-Oeste;31-08-18 00:00:00;37.393,42799531
N;Norte;30-09-18 00:00:00;5.469,90510239
NE;Nordeste;30-09-18 00:00:00;10.836,30805058
S;Sul;30-09-18 00:00:00;10.809,90163354
SE;Sudeste/Centro-Oeste;30-09-18 00:00:00;38.124,45022688
N;Norte;31-10-18 00:00:00;5.507,68626440
NE;Nordeste;31-10-18 00:00:00;11.372,64023612
S;Sul;31-10-18 00:00:00;11.249,05774633
SE;Sudeste/Centro-Oeste;31-10-18 00:00:00;39.316,56825131
N;Norte;30-11-18 00:00:00;5.404,22011353
NE;Nordeste;30-11-18 00:00:00;11.448,69349951
S;Sul;30-11-18 00:00:00;11.734,10518743
SE;Sudeste/Centro-Oeste;30-11-18 00:00:00;39.103,29447088
N;Norte;31-12-18 00:00:00;5.222,72253583
NE;Nordeste;31-12-18 00:00:00;10.972,34163186
S;Sul;31-12-18 00:00:00;11.819,06372942
SE;Sudeste/Centro-Oeste;31-12-18 00:00:00;39.815,59022126
N;Norte;31-01-19 00:00:00;5.375,04362533
NE;Nordeste;31-01-19 00:00:00;11.337,00880106
S;Sul;31-01-19 00:00:00;13.182,91381002
SE;Sudeste/Centro-Oeste;31-01-19 00:00:00;43.247,21707816
N;Norte;28-02-19 00:00:00;5.582,22473931
NE;Nordeste;28-02-19 00:00:00;11.546,34557671
S;Sul;28-02-19 00:00:00;12.758,39945170
SE;Sudeste/Centro-Oeste;28-02-19 00:00:00;42.050,71753999
N;Norte;31-03-19 00:00:00;5.512,72133859
NE;Nordeste;31-03-19 00:00:00;11.118,87566511
S;Sul;31-03-19 00:00:00;11.969,59307688
SE;Sudeste/Centro-Oeste;31-03-19 00:00:00;40.575,48847922
N;Norte;30-04-19 00:00:00;5.460,65781865
NE;Nordeste;30-04-19 00:00:00;11.123,72156056
S;Sul;30-04-19 00:00:00;11.699,00925182
SE;Sudeste/Centro-Oeste;30-04-19 00:00:00;40.439,05428076
N;Norte;31-05-19 00:00:00;5.608,13022581
NE;Nordeste;31-05-19 00:00:00;11.092,05545673
S;Sul;31-05-19 00:00:00;11.198,56997246
SE;Sudeste/Centro-Oeste;31-05-19 00:00:00;39.077,84376043
N;Norte;30-06-19 00:00:00;5.517,75934638
NE;Nordeste;30-06-19 00:00:00;10.265,16749353
